event_time_ns,event_time,instrument_id,action,quantity,reason
1719047700000000000,2024-06-22T09:15:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719066600000000000,2024-06-22T14:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719083700000000000,2024-06-22T19:15:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719091800000000000,2024-06-22T21:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719139500000000000,2024-06-23T10:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719218700000000000,2024-06-24T08:45:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719221400000000000,2024-06-24T09:30:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719285300000000000,2024-06-25T03:15:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719381600000000000,2024-06-26T06:00:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719409500000000000,2024-06-26T13:45:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719415800000000000,2024-06-26T15:30:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719459000000000000,2024-06-27T03:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719467100000000000,2024-06-27T05:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719481500000000000,2024-06-27T09:45:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719519300000000000,2024-06-27T20:15:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719531000000000000,2024-06-27T23:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719535500000000000,2024-06-28T00:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719538200000000000,2024-06-28T01:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719552600000000000,2024-06-28T05:30:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719574200000000000,2024-06-28T11:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719578700000000000,2024-06-28T12:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719621900000000000,2024-06-29T00:45:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719700200000000000,2024-06-29T22:30:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719711000000000000,2024-06-30T01:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719712800000000000,2024-06-30T02:00:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719730800000000000,2024-06-30T07:00:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
