event_time_ns,event_time,instrument_id,action,quantity,reason
1719508500000000000,2024-06-27T17:15:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719515100000000000,2024-06-27T19:05:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719526800000000000,2024-06-27T22:20:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719534600000000000,2024-06-28T00:30:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719537600000000000,2024-06-28T01:20:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719548400000000000,2024-06-28T04:20:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719568200000000000,2024-06-28T09:50:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719578400000000000,2024-06-28T12:40:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719582300000000000,2024-06-28T13:45:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719584100000000000,2024-06-28T14:15:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719595800000000000,2024-06-28T17:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719596700000000000,2024-06-28T17:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719618600000000000,2024-06-28T23:50:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719671100000000000,2024-06-29T14:25:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719676500000000000,2024-06-29T15:55:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719678000000000000,2024-06-29T16:20:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719684000000000000,2024-06-29T18:00:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719686700000000000,2024-06-29T18:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719687900000000000,2024-06-29T19:05:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719693900000000000,2024-06-29T20:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719696600000000000,2024-06-29T21:30:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719700200000000000,2024-06-29T22:30:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719703200000000000,2024-06-29T23:20:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719704700000000000,2024-06-29T23:45:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719707700000000000,2024-06-30T00:35:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
1719710100000000000,2024-06-30T01:15:00+00:00,BTCUSDT-PERP.BINANCE,SELL,1.0,signal=SELL (short)
1719728100000000000,2024-06-30T06:15:00+00:00,BTCUSDT-PERP.BINANCE,BUY,1.0,signal=BUY
