exchange,venue_type,symbol,bar_type,start,end,num_bars,strategy,params_hash,initial_cash,final_equity,total_return,annualized_return,gross_realized_pnl,net_pnl,max_drawdown,max_drawdown_pct,volatility,sharpe,sortino,trade_count,fill_count,long_trade_count,short_trade_count,win_rate,avg_trade_pnl,avg_win,avg_loss,profit_factor,turnover,total_commission,commission_to_gross_pnl,commission_to_equity,avg_commission_per_trade,status,error_type,error_message,elapsed_sec,job_id,exit_code,stdout_tail,stderr_tail,output_dir,rank_total_return,rank_max_drawdown,rank_profit_factor,rank_sharpe,rank_net_score
BINANCE,futures_um,BTCUSDT,15m,2024-06-01,2024-06-30,2880,vwm,31d14fddb045,100000.0,99838.4679,-0.00161532,nan,2871.0,-161.5321,0.04212631,0.04212631,nan,nan,nan,46,92,0,46,0.369565,62.41304347826088,568.435294117647,-234.2206896551724,1.4226782874977917,nan,3032.5321,1.0562633577150817,0.03037438538257056,65.92461086956521,success,,,3.596655,BINANCE_futures_um_BTCUSDT_15m_20240601_20240630,0,,,outputs\backtests\vwm_btcusdt_perpetual_matrix_w30d\BINANCE_futures_um_BTCUSDT_15m_20240601_20240630,1,1,1,,1
BINANCE,futures_um,BTCUSDT,1h,2024-06-01,2024-06-30,720,vwm,31d14fddb045,100000.0,97450.148,-0.02549852,nan,-1753.6,-2549.852,0.04952072,0.04952072,nan,nan,nan,12,24,0,12,0.166667,-146.13333333333333,1595.9,-494.53999999999996,0.6454078537630931,nan,796.252,0.4540670620437956,0.008170864963694052,66.35433333333333,success,,,3.200692,BINANCE_futures_um_BTCUSDT_1h_20240601_20240630,0,,,outputs\backtests\vwm_btcusdt_perpetual_matrix_w30d\BINANCE_futures_um_BTCUSDT_1h_20240601_20240630,2,2,3,,2
BINANCE,futures_um,BTCUSDT,5m,2024-06-01,2024-06-30,8640,vwm,31d14fddb045,100000.0,94465.97545,-0.05534025,nan,3076.7,-5534.02455,0.06180869,0.06180869,nan,nan,nan,130,260,0,130,0.307692,23.66692307692308,387.2625,-137.9311111111111,1.2478451400860333,nan,8610.72455,2.7986883836578156,0.09115159727067637,66.2363426923077,success,,,5.305248,BINANCE_futures_um_BTCUSDT_5m_20240601_20240630,0,,,outputs\backtests\vwm_btcusdt_perpetual_matrix_w30d\BINANCE_futures_um_BTCUSDT_5m_20240601_20240630,3,3,2,,3
