instrument_id,side,quantity,entry_time_ns,entry_time,exit_time_ns,exit_time,entry_price,exit_price,realized_pnl,win
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717206000000000000,2024-06-01T01:40:00+00:00,1717207800000000000,2024-06-01T02:10:00+00:00,67540.1,67680.1,-140.0,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717219500000000000,2024-06-01T05:25:00+00:00,1717220700000000000,2024-06-01T05:45:00+00:00,67641.3,67780.8,-139.5,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717226700000000000,2024-06-01T07:25:00+00:00,1717227900000000000,2024-06-01T07:45:00+00:00,67661.0,67768.7,-107.7,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717239300000000000,2024-06-01T10:55:00+00:00,1717243800000000000,2024-06-01T12:10:00+00:00,67670.0,67747.1,-77.1,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717257300000000000,2024-06-01T15:55:00+00:00,1717271100000000000,2024-06-01T19:45:00+00:00,67728.2,67770.2,-42.0,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717285200000000000,2024-06-01T23:40:00+00:00,1717287600000000000,2024-06-02T00:20:00+00:00,67762.3,67829.6,-67.3,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717293600000000000,2024-06-02T02:00:00+00:00,1717302900000000000,2024-06-02T04:35:00+00:00,67771.9,67874.9,-103.0,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717306800000000000,2024-06-02T05:40:00+00:00,1717317600000000000,2024-06-02T08:40:00+00:00,67789.9,67835.5,-45.6,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717319700000000000,2024-06-02T09:15:00+00:00,1717328100000000000,2024-06-02T11:35:00+00:00,67700.1,67716.5,-16.4,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717348800000000000,2024-06-02T17:20:00+00:00,1717366800000000000,2024-06-02T22:20:00+00:00,68019.8,67952.4,67.4,True
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717372200000000000,2024-06-02T23:50:00+00:00,1717376700000000000,2024-06-03T01:05:00+00:00,67834.0,67959.6,-125.6,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717412400000000000,2024-06-03T11:00:00+00:00,1717413900000000000,2024-06-03T11:25:00+00:00,68949.1,69246.8,-297.7,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717425600000000000,2024-06-03T14:40:00+00:00,1717440000000000000,2024-06-03T18:40:00+00:00,69244.6,69416.1,-171.5,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717442100000000000,2024-06-03T19:15:00+00:00,1717445100000000000,2024-06-03T20:05:00+00:00,69157.9,69297.3,-139.4,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717449600000000000,2024-06-03T21:20:00+00:00,1717462200000000000,2024-06-04T00:50:00+00:00,69100.0,69118.8,-18.8,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717477200000000000,2024-06-04T05:00:00+00:00,1717488900000000000,2024-06-04T08:15:00+00:00,69102.8,69129.7,-26.9,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717491300000000000,2024-06-04T08:55:00+00:00,1717497900000000000,2024-06-04T10:45:00+00:00,68873.7,68989.4,-115.7,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717529700000000000,2024-06-04T19:35:00+00:00,1717538100000000000,2024-06-04T21:55:00+00:00,70183.6,70650.0,-466.4,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717543500000000000,2024-06-04T23:25:00+00:00,1717547400000000000,2024-06-05T00:30:00+00:00,70448.5,70829.6,-381.1,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717567200000000000,2024-06-05T06:00:00+00:00,1717569900000000000,2024-06-05T06:45:00+00:00,70984.2,71046.5,-62.3,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717577400000000000,2024-06-05T08:50:00+00:00,1717586700000000000,2024-06-05T11:25:00+00:00,70957.9,70951.5,6.4,True
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717590000000000000,2024-06-05T12:20:00+00:00,1717592100000000000,2024-06-05T12:55:00+00:00,70824.0,70992.4,-168.4,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717594800000000000,2024-06-05T13:40:00+00:00,1717599000000000000,2024-06-05T14:50:00+00:00,70870.4,71025.0,-154.6,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717611600000000000,2024-06-05T18:20:00+00:00,1717617600000000000,2024-06-05T20:00:00+00:00,71218.9,71231.8,-12.9,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717622400000000000,2024-06-05T21:20:00+00:00,1717625700000000000,2024-06-05T22:15:00+00:00,71100.0,71198.0,-98.0,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717645800000000000,2024-06-06T03:50:00+00:00,1717650000000000000,2024-06-06T05:00:00+00:00,71063.6,71059.4,4.2,True
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717650600000000000,2024-06-06T05:10:00+00:00,1717654500000000000,2024-06-06T06:15:00+00:00,70913.2,71010.9,-97.7,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717679400000000000,2024-06-06T13:10:00+00:00,1717680900000000000,2024-06-06T13:35:00+00:00,71156.2,71371.2,-215.0,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717690200000000000,2024-06-06T16:10:00+00:00,1717715100000000000,2024-06-06T23:05:00+00:00,71177.0,70946.5,230.5,True
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717723200000000000,2024-06-07T01:20:00+00:00,1717725300000000000,2024-06-07T01:55:00+00:00,70790.3,70870.0,-79.7,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717727700000000000,2024-06-07T02:35:00+00:00,1717729500000000000,2024-06-07T03:05:00+00:00,70726.6,70817.0,-90.4,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717746300000000000,2024-06-07T07:45:00+00:00,1717752600000000000,2024-06-07T09:30:00+00:00,71136.7,71205.9,-69.2,False
BTCUSDT-PERP.BINANCE,SHORT,1.0,1717763700000000000,2024-06-07T12:35:00+00:00,1717801200000000000,2024-06-07T23:00:00+00:00,70920.6,69466.9,1453.7,True
